object,split,label,image,mask
candle,test,normal,candle/Data/Images/Normal/0684.JPG,
candle,test,normal,candle/Data/Images/Normal/0739.JPG,
candle,test,normal,candle/Data/Images/Normal/0569.JPG,
candle,test,normal,candle/Data/Images/Normal/0196.JPG,
candle,test,normal,candle/Data/Images/Normal/0892.JPG,
candle,test,normal,candle/Data/Images/Normal/0964.JPG,
candle,test,normal,candle/Data/Images/Normal/0187.JPG,
candle,test,normal,candle/Data/Images/Normal/0488.JPG,
candle,test,normal,candle/Data/Images/Normal/0994.JPG,
candle,test,normal,candle/Data/Images/Normal/0545.JPG,
candle,test,normal,candle/Data/Images/Normal/0615.JPG,
candle,test,normal,candle/Data/Images/Normal/0974.JPG,
candle,test,normal,candle/Data/Images/Normal/0490.JPG,
candle,test,normal,candle/Data/Images/Normal/0168.JPG,
candle,test,anomaly,candle/Data/Images/Anomaly/000.JPG,candle/Data/Masks/Anomaly/000.png
candle,test,anomaly,candle/Data/Images/Anomaly/001.JPG,candle/Data/Masks/Anomaly/001.png
candle,test,anomaly,candle/Data/Images/Anomaly/002.JPG,candle/Data/Masks/Anomaly/002.png
candle,test,anomaly,candle/Data/Images/Anomaly/003.JPG,candle/Data/Masks/Anomaly/003.png
candle,test,anomaly,candle/Data/Images/Anomaly/004.JPG,candle/Data/Masks/Anomaly/004.png
candle,test,anomaly,candle/Data/Images/Anomaly/005.JPG,candle/Data/Masks/Anomaly/005.png
candle,test,anomaly,candle/Data/Images/Anomaly/006.JPG,candle/Data/Masks/Anomaly/006.png
candle,test,anomaly,candle/Data/Images/Anomaly/007.JPG,candle/Data/Masks/Anomaly/007.png
candle,test,anomaly,candle/Data/Images/Anomaly/008.JPG,candle/Data/Masks/Anomaly/008.png
candle,test,anomaly,candle/Data/Images/Anomaly/009.JPG,candle/Data/Masks/Anomaly/009.png
candle,test,anomaly,candle/Data/Images/Anomaly/010.JPG,candle/Data/Masks/Anomaly/010.png
candle,test,anomaly,candle/Data/Images/Anomaly/011.JPG,candle/Data/Masks/Anomaly/011.png
candle,test,anomaly,candle/Data/Images/Anomaly/012.JPG,candle/Data/Masks/Anomaly/012.png
candle,test,anomaly,candle/Data/Images/Anomaly/013.JPG,candle/Data/Masks/Anomaly/013.png
candle,test,anomaly,candle/Data/Images/Anomaly/014.JPG,candle/Data/Masks/Anomaly/014.png
candle,test,anomaly,candle/Data/Images/Anomaly/015.JPG,candle/Data/Masks/Anomaly/015.png
candle,test,anomaly,candle/Data/Images/Anomaly/016.JPG,candle/Data/Masks/Anomaly/016.png
candle,test,anomaly,candle/Data/Images/Anomaly/017.JPG,candle/Data/Masks/Anomaly/017.png
candle,test,anomaly,candle/Data/Images/Anomaly/018.JPG,candle/Data/Masks/Anomaly/018.png
candle,test,anomaly,candle/Data/Images/Anomaly/019.JPG,candle/Data/Masks/Anomaly/019.png
candle,test,anomaly,candle/Data/Images/Anomaly/020.JPG,candle/Data/Masks/Anomaly/020.png
candle,test,anomaly,candle/Data/Images/Anomaly/021.JPG,candle/Data/Masks/Anomaly/021.png
candle,test,anomaly,candle/Data/Images/Anomaly/022.JPG,candle/Data/Masks/Anomaly/022.png
candle,test,anomaly,candle/Data/Images/Anomaly/023.JPG,candle/Data/Masks/Anomaly/023.png
candle,test,anomaly,candle/Data/Images/Anomaly/024.JPG,candle/Data/Masks/Anomaly/024.png
candle,test,anomaly,candle/Data/Images/Anomaly/025.JPG,candle/Data/Masks/Anomaly/025.png
candle,test,anomaly,candle/Data/Images/Anomaly/026.JPG,candle/Data/Masks/Anomaly/026.png
candle,test,anomaly,candle/Data/Images/Anomaly/027.JPG,candle/Data/Masks/Anomaly/027.png
candle,test,anomaly,candle/Data/Images/Anomaly/028.JPG,candle/Data/Masks/Anomaly/028.png
candle,test,anomaly,candle/Data/Images/Anomaly/029.JPG,candle/Data/Masks/Anomaly/029.png
candle,test,anomaly,candle/Data/Images/Anomaly/030.JPG,candle/Data/Masks/Anomaly/030.png
candle,test,anomaly,candle/Data/Images/Anomaly/031.JPG,candle/Data/Masks/Anomaly/031.png
candle,test,anomaly,candle/Data/Images/Anomaly/032.JPG,candle/Data/Masks/Anomaly/032.png
candle,test,anomaly,candle/Data/Images/Anomaly/033.JPG,candle/Data/Masks/Anomaly/033.png
candle,test,anomaly,candle/Data/Images/Anomaly/034.JPG,candle/Data/Masks/Anomaly/034.png
candle,test,anomaly,candle/Data/Images/Anomaly/035.JPG,candle/Data/Masks/Anomaly/035.png
candle,test,anomaly,candle/Data/Images/Anomaly/036.JPG,candle/Data/Masks/Anomaly/036.png
candle,test,anomaly,candle/Data/Images/Anomaly/037.JPG,candle/Data/Masks/Anomaly/037.png
candle,test,anomaly,candle/Data/Images/Anomaly/038.JPG,candle/Data/Masks/Anomaly/038.png
candle,test,anomaly,candle/Data/Images/Anomaly/039.JPG,candle/Data/Masks/Anomaly/039.png
candle,test,anomaly,candle/Data/Images/Anomaly/040.JPG,candle/Data/Masks/Anomaly/040.png
candle,test,anomaly,candle/Data/Images/Anomaly/041.JPG,candle/Data/Masks/Anomaly/041.png
candle,test,anomaly,candle/Data/Images/Anomaly/042.JPG,candle/Data/Masks/Anomaly/042.png
candle,test,anomaly,candle/Data/Images/Anomaly/043.JPG,candle/Data/Masks/Anomaly/043.png
candle,test,anomaly,candle/Data/Images/Anomaly/044.JPG,candle/Data/Masks/Anomaly/044.png
candle,test,anomaly,candle/Data/Images/Anomaly/045.JPG,candle/Data/Masks/Anomaly/045.png
candle,test,anomaly,candle/Data/Images/Anomaly/046.JPG,candle/Data/Masks/Anomaly/046.png
candle,test,anomaly,candle/Data/Images/Anomaly/047.JPG,candle/Data/Masks/Anomaly/047.png
candle,test,anomaly,candle/Data/Images/Anomaly/048.JPG,candle/Data/Masks/Anomaly/048.png
candle,test,anomaly,candle/Data/Images/Anomaly/049.JPG,candle/Data/Masks/Anomaly/049.png
candle,test,anomaly,candle/Data/Images/Anomaly/050.JPG,candle/Data/Masks/Anomaly/050.png
candle,test,anomaly,candle/Data/Images/Anomaly/051.JPG,candle/Data/Masks/Anomaly/051.png
candle,test,anomaly,candle/Data/Images/Anomaly/052.JPG,candle/Data/Masks/Anomaly/052.png
candle,test,anomaly,candle/Data/Images/Anomaly/053.JPG,candle/Data/Masks/Anomaly/053.png
candle,test,anomaly,candle/Data/Images/Anomaly/054.JPG,candle/Data/Masks/Anomaly/054.png
candle,test,anomaly,candle/Data/Images/Anomaly/055.JPG,candle/Data/Masks/Anomaly/055.png
candle,test,anomaly,candle/Data/Images/Anomaly/056.JPG,candle/Data/Masks/Anomaly/056.png
candle,test,anomaly,candle/Data/Images/Anomaly/057.JPG,candle/Data/Masks/Anomaly/057.png
candle,test,anomaly,candle/Data/Images/Anomaly/058.JPG,candle/Data/Masks/Anomaly/058.png
candle,test,anomaly,candle/Data/Images/Anomaly/059.JPG,candle/Data/Masks/Anomaly/059.png
candle,test,anomaly,candle/Data/Images/Anomaly/060.JPG,candle/Data/Masks/Anomaly/060.png
candle,test,anomaly,candle/Data/Images/Anomaly/061.JPG,candle/Data/Masks/Anomaly/061.png
candle,test,anomaly,candle/Data/Images/Anomaly/062.JPG,candle/Data/Masks/Anomaly/062.png
candle,test,anomaly,candle/Data/Images/Anomaly/063.JPG,candle/Data/Masks/Anomaly/063.png
candle,test,anomaly,candle/Data/Images/Anomaly/064.JPG,candle/Data/Masks/Anomaly/064.png
candle,test,anomaly,candle/Data/Images/Anomaly/065.JPG,candle/Data/Masks/Anomaly/065.png
candle,test,anomaly,candle/Data/Images/Anomaly/066.JPG,candle/Data/Masks/Anomaly/066.png
candle,test,anomaly,candle/Data/Images/Anomaly/067.JPG,candle/Data/Masks/Anomaly/067.png
candle,test,anomaly,candle/Data/Images/Anomaly/068.JPG,candle/Data/Masks/Anomaly/068.png
candle,test,anomaly,candle/Data/Images/Anomaly/069.JPG,candle/Data/Masks/Anomaly/069.png
candle,test,anomaly,candle/Data/Images/Anomaly/070.JPG,candle/Data/Masks/Anomaly/070.png
candle,test,anomaly,candle/Data/Images/Anomaly/071.JPG,candle/Data/Masks/Anomaly/071.png
candle,test,anomaly,candle/Data/Images/Anomaly/072.JPG,candle/Data/Masks/Anomaly/072.png
candle,test,anomaly,candle/Data/Images/Anomaly/073.JPG,candle/Data/Masks/Anomaly/073.png
candle,test,anomaly,candle/Data/Images/Anomaly/074.JPG,candle/Data/Masks/Anomaly/074.png
candle,test,anomaly,candle/Data/Images/Anomaly/075.JPG,candle/Data/Masks/Anomaly/075.png
candle,test,anomaly,candle/Data/Images/Anomaly/076.JPG,candle/Data/Masks/Anomaly/076.png
candle,test,anomaly,candle/Data/Images/Anomaly/077.JPG,candle/Data/Masks/Anomaly/077.png
candle,test,anomaly,candle/Data/Images/Anomaly/078.JPG,candle/Data/Masks/Anomaly/078.png
candle,test,anomaly,candle/Data/Images/Anomaly/079.JPG,candle/Data/Masks/Anomaly/079.png
candle,test,anomaly,candle/Data/Images/Anomaly/080.JPG,candle/Data/Masks/Anomaly/080.png
candle,test,anomaly,candle/Data/Images/Anomaly/081.JPG,candle/Data/Masks/Anomaly/081.png
candle,test,anomaly,candle/Data/Images/Anomaly/082.JPG,candle/Data/Masks/Anomaly/082.png
candle,test,anomaly,candle/Data/Images/Anomaly/083.JPG,candle/Data/Masks/Anomaly/083.png
candle,test,anomaly,candle/Data/Images/Anomaly/084.JPG,candle/Data/Masks/Anomaly/084.png
candle,test,anomaly,candle/Data/Images/Anomaly/085.JPG,candle/Data/Masks/Anomaly/085.png
candle,test,anomaly,candle/Data/Images/Anomaly/086.JPG,candle/Data/Masks/Anomaly/086.png
candle,test,anomaly,candle/Data/Images/Anomaly/087.JPG,candle/Data/Masks/Anomaly/087.png
candle,test,anomaly,candle/Data/Images/Anomaly/088.JPG,candle/Data/Masks/Anomaly/088.png
candle,test,anomaly,candle/Data/Images/Anomaly/089.JPG,candle/Data/Masks/Anomaly/089.png
candle,test,anomaly,candle/Data/Images/Anomaly/090.JPG,candle/Data/Masks/Anomaly/090.png
candle,test,anomaly,candle/Data/Images/Anomaly/091.JPG,candle/Data/Masks/Anomaly/091.png
candle,test,anomaly,candle/Data/Images/Anomaly/092.JPG,candle/Data/Masks/Anomaly/092.png
candle,test,anomaly,candle/Data/Images/Anomaly/093.JPG,candle/Data/Masks/Anomaly/093.png
candle,test,anomaly,candle/Data/Images/Anomaly/094.JPG,candle/Data/Masks/Anomaly/094.png
candle,test,anomaly,candle/Data/Images/Anomaly/095.JPG,candle/Data/Masks/Anomaly/095.png
candle,test,anomaly,candle/Data/Images/Anomaly/096.JPG,candle/Data/Masks/Anomaly/096.png
candle,test,anomaly,candle/Data/Images/Anomaly/097.JPG,candle/Data/Masks/Anomaly/097.png
candle,test,anomaly,candle/Data/Images/Anomaly/098.JPG,candle/Data/Masks/Anomaly/098.png
candle,test,anomaly,candle/Data/Images/Anomaly/099.JPG,candle/Data/Masks/Anomaly/099.png
candle,train,normal,candle/Data/Images/Normal/0257.JPG,
candle,train,normal,candle/Data/Images/Normal/0758.JPG,
candle,train,normal,candle/Data/Images/Normal/0176.JPG,
candle,train,normal,candle/Data/Images/Normal/0224.JPG,
candle,train,normal,candle/Data/Images/Normal/0647.JPG,
candle,train,normal,candle/Data/Images/Normal/0857.JPG,
candle,train,normal,candle/Data/Images/Normal/0049.JPG,
candle,train,normal,candle/Data/Images/Normal/0563.JPG,
candle,train,normal,candle/Data/Images/Normal/0203.JPG,
candle,train,normal,candle/Data/Images/Normal/0984.JPG,
candle,train,normal,candle/Data/Images/Normal/0851.JPG,
candle,train,normal,candle/Data/Images/Normal/0679.JPG,
candle,train,normal,candle/Data/Images/Normal/0544.JPG,
candle,train,normal,candle/Data/Images/Normal/0050.JPG,
candle,train,normal,candle/Data/Images/Normal/0592.JPG,
candle,train,normal,candle/Data/Images/Normal/0505.JPG,
candle,train,normal,candle/Data/Images/Normal/0781.JPG,
candle,train,normal,candle/Data/Images/Normal/0803.JPG,
candle,train,normal,candle/Data/Images/Normal/0278.JPG,
candle,train,normal,candle/Data/Images/Normal/0539.JPG,
candle,train,normal,candle/Data/Images/Normal/0137.JPG,
candle,train,normal,candle/Data/Images/Normal/0837.JPG,
candle,train,normal,candle/Data/Images/Normal/0069.JPG,
candle,train,normal,candle/Data/Images/Normal/0071.JPG,
candle,train,normal,candle/Data/Images/Normal/0075.JPG,
candle,train,normal,candle/Data/Images/Normal/0408.JPG,
candle,train,normal,candle/Data/Images/Normal/0826.JPG,
candle,train,normal,candle/Data/Images/Normal/0263.JPG,
candle,train,normal,candle/Data/Images/Normal/0680.JPG,
candle,train,normal,candle/Data/Images/Normal/0942.JPG,
candle,train,normal,candle/Data/Images/Normal/0116.JPG,
candle,train,normal,candle/Data/Images/Normal/0486.JPG,
candle,train,normal,candle/Data/Images/Normal/0720.JPG,
candle,train,normal,candle/Data/Images/Normal/0035.JPG,
candle,train,normal,candle/Data/Images/Normal/0149.JPG,
candle,train,normal,candle/Data/Images/Normal/0810.JPG,
candle,train,normal,candle/Data/Images/Normal/0635.JPG,
candle,train,normal,candle/Data/Images/Normal/0732.JPG,
candle,train,normal,candle/Data/Images/Normal/0433.JPG,
candle,train,normal,candle/Data/Images/Normal/0445.JPG,
candle,train,normal,candle/Data/Images/Normal/0104.JPG,
candle,train,normal,candle/Data/Images/Normal/0421.JPG,
candle,train,normal,candle/Data/Images/Normal/0183.JPG,
candle,train,normal,candle/Data/Images/Normal/0585.JPG,
candle,train,normal,candle/Data/Images/Normal/0114.JPG,
candle,train,normal,candle/Data/Images/Normal/0355.JPG,
candle,train,normal,candle/Data/Images/Normal/0912.JPG,
candle,train,normal,candle/Data/Images/Normal/0955.JPG,
candle,train,normal,candle/Data/Images/Normal/0092.JPG,
candle,train,normal,candle/Data/Images/Normal/0226.JPG,
candle,train,normal,candle/Data/Images/Normal/0999.JPG,
candle,train,normal,candle/Data/Images/Normal/0055.JPG,
candle,train,normal,candle/Data/Images/Normal/0047.JPG,
candle,train,normal,candle/Data/Images/Normal/0307.JPG,
candle,train,normal,candle/Data/Images/Normal/0936.JPG,
candle,train,normal,candle/Data/Images/Normal/0292.JPG,
candle,train,normal,candle/Data/Images/Normal/0626.JPG,
candle,train,normal,candle/Data/Images/Normal/0048.JPG,
candle,train,normal,candle/Data/Images/Normal/0120.JPG,
candle,train,normal,candle/Data/Images/Normal/0665.JPG,
candle,train,normal,candle/Data/Images/Normal/0874.JPG,
candle,train,normal,candle/Data/Images/Normal/0246.JPG,
candle,train,normal,candle/Data/Images/Normal/0167.JPG,
candle,train,normal,candle/Data/Images/Normal/0531.JPG,
candle,train,normal,candle/Data/Images/Normal/0010.JPG,
candle,train,normal,candle/Data/Images/Normal/0861.JPG,
candle,train,normal,candle/Data/Images/Normal/0443.JPG,
candle,train,normal,candle/Data/Images/Normal/0070.JPG,
candle,train,normal,candle/Data/Images/Normal/0788.JPG,
candle,train,normal,candle/Data/Images/Normal/0420.JPG,
candle,train,normal,candle/Data/Images/Normal/0409.JPG,
candle,train,normal,candle/Data/Images/Normal/0823.JPG,
candle,train,normal,candle/Data/Images/Normal/0161.JPG,
candle,train,normal,candle/Data/Images/Normal/0717.JPG,
candle,train,normal,candle/Data/Images/Normal/0374.JPG,
candle,train,normal,candle/Data/Images/Normal/0189.JPG,
candle,train,normal,candle/Data/Images/Normal/0806.JPG,
candle,train,normal,candle/Data/Images/Normal/0708.JPG,
candle,train,normal,candle/Data/Images/Normal/0277.JPG,
candle,train,normal,candle/Data/Images/Normal/0019.JPG,
candle,train,normal,candle/Data/Images/Normal/0209.JPG,
candle,train,normal,candle/Data/Images/Normal/0979.JPG,
candle,train,normal,candle/Data/Images/Normal/0987.JPG,
candle,train,normal,candle/Data/Images/Normal/0042.JPG,
candle,train,normal,candle/Data/Images/Normal/0724.JPG,
candle,train,normal,candle/Data/Images/Normal/0519.JPG,
candle,train,normal,candle/Data/Images/Normal/0756.JPG,
candle,train,normal,candle/Data/Images/Normal/0761.JPG,
candle,train,normal,candle/Data/Images/Normal/0919.JPG,
candle,train,normal,candle/Data/Images/Normal/0660.JPG,
candle,train,normal,candle/Data/Images/Normal/0765.JPG,
candle,train,normal,candle/Data/Images/Normal/0504.JPG,
candle,train,normal,candle/Data/Images/Normal/0890.JPG,
candle,train,normal,candle/Data/Images/Normal/0315.JPG,
candle,train,normal,candle/Data/Images/Normal/0192.JPG,
candle,train,normal,candle/Data/Images/Normal/0153.JPG,
candle,train,normal,candle/Data/Images/Normal/0879.JPG,
candle,train,normal,candle/Data/Images/Normal/0588.JPG,
candle,train,normal,candle/Data/Images/Normal/0271.JPG,
candle,train,normal,candle/Data/Images/Normal/0429.JPG,
candle,train,normal,candle/Data/Images/Normal/0905.JPG,
candle,train,normal,candle/Data/Images/Normal/0060.JPG,
candle,train,normal,candle/Data/Images/Normal/0759.JPG,
candle,train,normal,candle/Data/Images/Normal/0830.JPG,
candle,train,normal,candle/Data/Images/Normal/0872.JPG,
candle,train,normal,candle/Data/Images/Normal/0571.JPG,
candle,train,normal,candle/Data/Images/Normal/0944.JPG,
candle,train,normal,candle/Data/Images/Normal/0948.JPG,
candle,train,normal,candle/Data/Images/Normal/0526.JPG,
candle,train,normal,candle/Data/Images/Normal/0384.JPG,
candle,train,normal,candle/Data/Images/Normal/0115.JPG,
candle,train,normal,candle/Data/Images/Normal/0529.JPG,
candle,train,normal,candle/Data/Images/Normal/0701.JPG,
candle,train,normal,candle/Data/Images/Normal/0275.JPG,
candle,train,normal,candle/Data/Images/Normal/0646.JPG,
candle,train,normal,candle/Data/Images/Normal/0343.JPG,
candle,train,normal,candle/Data/Images/Normal/0623.JPG,
candle,train,normal,candle/Data/Images/Normal/0749.JPG,
candle,train,normal,candle/Data/Images/Normal/0463.JPG,
candle,train,normal,candle/Data/Images/Normal/0288.JPG,
candle,train,normal,candle/Data/Images/Normal/0012.JPG,
candle,train,normal,candle/Data/Images/Normal/0627.JPG,
candle,train,normal,candle/Data/Images/Normal/0752.JPG,
candle,train,normal,candle/Data/Images/Normal/0270.JPG,
candle,train,normal,candle/Data/Images/Normal/0500.JPG,
candle,train,normal,candle/Data/Images/Normal/0599.JPG,
candle,train,normal,candle/Data/Images/Normal/0472.JPG,
candle,train,normal,candle/Data/Images/Normal/0986.JPG,
candle,train,normal,candle/Data/Images/Normal/0373.JPG,
candle,train,normal,candle/Data/Images/Normal/0264.JPG,
candle,train,normal,candle/Data/Images/Normal/0931.JPG,
candle,train,normal,candle/Data/Images/Normal/0795.JPG,
candle,train,normal,candle/Data/Images/Normal/0914.JPG,
candle,train,normal,candle/Data/Images/Normal/0868.JPG,
candle,train,normal,candle/Data/Images/Normal/0222.JPG,
candle,train,normal,candle/Data/Images/Normal/0722.JPG,
candle,train,normal,candle/Data/Images/Normal/0305.JPG,
candle,train,normal,candle/Data/Images/Normal/0997.JPG,
candle,train,normal,candle/Data/Images/Normal/0620.JPG,
candle,train,normal,candle/Data/Images/Normal/0119.JPG,
candle,train,normal,candle/Data/Images/Normal/0540.JPG,
candle,train,normal,candle/Data/Images/Normal/0793.JPG,
candle,train,normal,candle/Data/Images/Normal/0606.JPG,
candle,train,normal,candle/Data/Images/Normal/0852.JPG,
candle,train,normal,candle/Data/Images/Normal/0030.JPG,
candle,train,normal,candle/Data/Images/Normal/0587.JPG,
candle,train,normal,candle/Data/Images/Normal/0600.JPG,
candle,train,normal,candle/Data/Images/Normal/0117.JPG,
candle,train,normal,candle/Data/Images/Normal/0175.JPG,
candle,train,normal,candle/Data/Images/Normal/0393.JPG,
candle,train,normal,candle/Data/Images/Normal/0745.JPG,
candle,train,normal,candle/Data/Images/Normal/0686.JPG,
candle,train,normal,candle/Data/Images/Normal/0757.JPG,
candle,train,normal,candle/Data/Images/Normal/0831.JPG,
candle,train,normal,candle/Data/Images/Normal/0786.JPG,
candle,train,normal,candle/Data/Images/Normal/0616.JPG,
candle,train,normal,candle/Data/Images/Normal/0787.JPG,
candle,train,normal,candle/Data/Images/Normal/0865.JPG,
candle,train,normal,candle/Data/Images/Normal/0142.JPG,
candle,train,normal,candle/Data/Images/Normal/0477.JPG,
candle,train,normal,candle/Data/Images/Normal/0351.JPG,
candle,train,normal,candle/Data/Images/Normal/0941.JPG,
candle,train,normal,candle/Data/Images/Normal/0517.JPG,
candle,train,normal,candle/Data/Images/Normal/0860.JPG,
candle,train,normal,candle/Data/Images/Normal/0087.JPG,
candle,train,normal,candle/Data/Images/Normal/0304.JPG,
candle,train,normal,candle/Data/Images/Normal/0548.JPG,
candle,train,normal,candle/Data/Images/Normal/0255.JPG,
candle,train,normal,candle/Data/Images/Normal/0954.JPG,
candle,train,normal,candle/Data/Images/Normal/0128.JPG,
candle,train,normal,candle/Data/Images/Normal/0564.JPG,
candle,train,normal,candle/Data/Images/Normal/0040.JPG,
candle,train,normal,candle/Data/Images/Normal/0712.JPG,
candle,train,normal,candle/Data/Images/Normal/0124.JPG,
candle,train,normal,candle/Data/Images/Normal/0957.JPG,
candle,train,normal,candle/Data/Images/Normal/0324.JPG,
candle,train,normal,candle/Data/Images/Normal/0740.JPG,
candle,train,normal,candle/Data/Images/Normal/0122.JPG,
candle,train,normal,candle/Data/Images/Normal/0673.JPG,
candle,train,normal,candle/Data/Images/Normal/0521.JPG,
candle,train,normal,candle/Data/Images/Normal/0397.JPG,
candle,train,normal,candle/Data/Images/Normal/0645.JPG,
candle,train,normal,candle/Data/Images/Normal/0963.JPG,
candle,train,normal,candle/Data/Images/Normal/0791.JPG,
candle,train,normal,candle/Data/Images/Normal/0468.JPG,
candle,train,normal,candle/Data/Images/Normal/0776.JPG,
candle,train,normal,candle/Data/Images/Normal/0554.JPG,
candle,train,normal,candle/Data/Images/Normal/0925.JPG,
candle,train,normal,candle/Data/Images/Normal/0838.JPG,
candle,train,normal,candle/Data/Images/Normal/0733.JPG,
candle,train,normal,candle/Data/Images/Normal/0194.JPG,
candle,train,normal,candle/Data/Images/Normal/0052.JPG,
candle,train,normal,candle/Data/Images/Normal/0644.JPG,
candle,train,normal,candle/Data/Images/Normal/0229.JPG,
candle,train,normal,candle/Data/Images/Normal/0265.JPG,
candle,train,normal,candle/Data/Images/Normal/0775.JPG,
candle,train,normal,candle/Data/Images/Normal/0441.JPG,
candle,train,normal,candle/Data/Images/Normal/0798.JPG,
candle,train,normal,candle/Data/Images/Normal/0618.JPG,
candle,train,normal,candle/Data/Images/Normal/0700.JPG,
capsules,test,normal,capsules/Data/Images/Normal/062.JPG,
capsules,test,normal,capsules/Data/Images/Normal/240.JPG,
capsules,test,normal,capsules/Data/Images/Normal/179.JPG,
capsules,test,normal,capsules/Data/Images/Normal/288.JPG,
capsules,test,normal,capsules/Data/Images/Normal/324.JPG,
