object,split,label,image,mask
pcb3,test,normal,pcb3/Data/Images/Normal/0900.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0402.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0621.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0294.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0016.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0046.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0705.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0208.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0674.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0427.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0552.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0804.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0333.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0027.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0100.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0800.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0923.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0755.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0013.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0297.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0768.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0457.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0520.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0952.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0871.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0811.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0174.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0648.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0261.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0784.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0977.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0935.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0286.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0779.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0363.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0619.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0024.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0735.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0688.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0796.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0178.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0797.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0920.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0479.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0684.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0739.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0569.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0196.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0892.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0964.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0187.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0488.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0994.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0545.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0615.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0974.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0490.JPG,
pcb3,test,normal,pcb3/Data/Images/Normal/0168.JPG,
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/000.JPG,pcb3/Data/Masks/Anomaly/000.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/001.JPG,pcb3/Data/Masks/Anomaly/001.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/002.JPG,pcb3/Data/Masks/Anomaly/002.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/003.JPG,pcb3/Data/Masks/Anomaly/003.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/004.JPG,pcb3/Data/Masks/Anomaly/004.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/005.JPG,pcb3/Data/Masks/Anomaly/005.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/006.JPG,pcb3/Data/Masks/Anomaly/006.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/007.JPG,pcb3/Data/Masks/Anomaly/007.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/008.JPG,pcb3/Data/Masks/Anomaly/008.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/009.JPG,pcb3/Data/Masks/Anomaly/009.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/010.JPG,pcb3/Data/Masks/Anomaly/010.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/011.JPG,pcb3/Data/Masks/Anomaly/011.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/012.JPG,pcb3/Data/Masks/Anomaly/012.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/013.JPG,pcb3/Data/Masks/Anomaly/013.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/014.JPG,pcb3/Data/Masks/Anomaly/014.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/015.JPG,pcb3/Data/Masks/Anomaly/015.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/016.JPG,pcb3/Data/Masks/Anomaly/016.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/017.JPG,pcb3/Data/Masks/Anomaly/017.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/018.JPG,pcb3/Data/Masks/Anomaly/018.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/019.JPG,pcb3/Data/Masks/Anomaly/019.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/020.JPG,pcb3/Data/Masks/Anomaly/020.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/021.JPG,pcb3/Data/Masks/Anomaly/021.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/022.JPG,pcb3/Data/Masks/Anomaly/022.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/023.JPG,pcb3/Data/Masks/Anomaly/023.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/024.JPG,pcb3/Data/Masks/Anomaly/024.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/025.JPG,pcb3/Data/Masks/Anomaly/025.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/026.JPG,pcb3/Data/Masks/Anomaly/026.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/027.JPG,pcb3/Data/Masks/Anomaly/027.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/028.JPG,pcb3/Data/Masks/Anomaly/028.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/029.JPG,pcb3/Data/Masks/Anomaly/029.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/030.JPG,pcb3/Data/Masks/Anomaly/030.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/031.JPG,pcb3/Data/Masks/Anomaly/031.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/032.JPG,pcb3/Data/Masks/Anomaly/032.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/033.JPG,pcb3/Data/Masks/Anomaly/033.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/034.JPG,pcb3/Data/Masks/Anomaly/034.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/035.JPG,pcb3/Data/Masks/Anomaly/035.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/036.JPG,pcb3/Data/Masks/Anomaly/036.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/037.JPG,pcb3/Data/Masks/Anomaly/037.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/038.JPG,pcb3/Data/Masks/Anomaly/038.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/039.JPG,pcb3/Data/Masks/Anomaly/039.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/040.JPG,pcb3/Data/Masks/Anomaly/040.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/041.JPG,pcb3/Data/Masks/Anomaly/041.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/042.JPG,pcb3/Data/Masks/Anomaly/042.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/043.JPG,pcb3/Data/Masks/Anomaly/043.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/044.JPG,pcb3/Data/Masks/Anomaly/044.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/045.JPG,pcb3/Data/Masks/Anomaly/045.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/046.JPG,pcb3/Data/Masks/Anomaly/046.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/047.JPG,pcb3/Data/Masks/Anomaly/047.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/048.JPG,pcb3/Data/Masks/Anomaly/048.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/049.JPG,pcb3/Data/Masks/Anomaly/049.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/050.JPG,pcb3/Data/Masks/Anomaly/050.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/051.JPG,pcb3/Data/Masks/Anomaly/051.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/052.JPG,pcb3/Data/Masks/Anomaly/052.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/053.JPG,pcb3/Data/Masks/Anomaly/053.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/054.JPG,pcb3/Data/Masks/Anomaly/054.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/055.JPG,pcb3/Data/Masks/Anomaly/055.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/056.JPG,pcb3/Data/Masks/Anomaly/056.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/057.JPG,pcb3/Data/Masks/Anomaly/057.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/058.JPG,pcb3/Data/Masks/Anomaly/058.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/059.JPG,pcb3/Data/Masks/Anomaly/059.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/060.JPG,pcb3/Data/Masks/Anomaly/060.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/061.JPG,pcb3/Data/Masks/Anomaly/061.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/062.JPG,pcb3/Data/Masks/Anomaly/062.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/063.JPG,pcb3/Data/Masks/Anomaly/063.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/064.JPG,pcb3/Data/Masks/Anomaly/064.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/065.JPG,pcb3/Data/Masks/Anomaly/065.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/066.JPG,pcb3/Data/Masks/Anomaly/066.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/067.JPG,pcb3/Data/Masks/Anomaly/067.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/068.JPG,pcb3/Data/Masks/Anomaly/068.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/069.JPG,pcb3/Data/Masks/Anomaly/069.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/070.JPG,pcb3/Data/Masks/Anomaly/070.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/071.JPG,pcb3/Data/Masks/Anomaly/071.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/072.JPG,pcb3/Data/Masks/Anomaly/072.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/073.JPG,pcb3/Data/Masks/Anomaly/073.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/074.JPG,pcb3/Data/Masks/Anomaly/074.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/075.JPG,pcb3/Data/Masks/Anomaly/075.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/076.JPG,pcb3/Data/Masks/Anomaly/076.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/077.JPG,pcb3/Data/Masks/Anomaly/077.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/078.JPG,pcb3/Data/Masks/Anomaly/078.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/079.JPG,pcb3/Data/Masks/Anomaly/079.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/080.JPG,pcb3/Data/Masks/Anomaly/080.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/081.JPG,pcb3/Data/Masks/Anomaly/081.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/082.JPG,pcb3/Data/Masks/Anomaly/082.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/083.JPG,pcb3/Data/Masks/Anomaly/083.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/084.JPG,pcb3/Data/Masks/Anomaly/084.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/085.JPG,pcb3/Data/Masks/Anomaly/085.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/086.JPG,pcb3/Data/Masks/Anomaly/086.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/087.JPG,pcb3/Data/Masks/Anomaly/087.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/088.JPG,pcb3/Data/Masks/Anomaly/088.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/089.JPG,pcb3/Data/Masks/Anomaly/089.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/090.JPG,pcb3/Data/Masks/Anomaly/090.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/091.JPG,pcb3/Data/Masks/Anomaly/091.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/092.JPG,pcb3/Data/Masks/Anomaly/092.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/093.JPG,pcb3/Data/Masks/Anomaly/093.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/094.JPG,pcb3/Data/Masks/Anomaly/094.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/095.JPG,pcb3/Data/Masks/Anomaly/095.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/096.JPG,pcb3/Data/Masks/Anomaly/096.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/097.JPG,pcb3/Data/Masks/Anomaly/097.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/098.JPG,pcb3/Data/Masks/Anomaly/098.png
pcb3,test,anomaly,pcb3/Data/Images/Anomaly/099.JPG,pcb3/Data/Masks/Anomaly/099.png
pcb3,train,normal,pcb3/Data/Images/Normal/0091.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/1005.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0290.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0794.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0083.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0330.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0649.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0468.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0881.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0426.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0088.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0124.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0454.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0452.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0767.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0373.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0031.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0224.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0622.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0365.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0329.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0529.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0734.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0988.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0075.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0487.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0829.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0635.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0728.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0504.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0077.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0765.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0810.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0691.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0697.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0051.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0534.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0965.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0314.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0066.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0319.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0273.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0549.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0894.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0356.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0062.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0285.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0085.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0335.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0842.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0258.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0473.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0047.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0390.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0315.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0072.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0707.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0833.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0034.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0780.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0928.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0868.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0020.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0901.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0076.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0156.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0835.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0954.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0961.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0386.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0120.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0625.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0220.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0840.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0249.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0917.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0411.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0823.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0902.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0998.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0706.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0681.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0793.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0942.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0600.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0825.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0597.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0610.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0360.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0746.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0271.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0890.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0538.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0129.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0177.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0470.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0503.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0122.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0639.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0494.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0788.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0893.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0846.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0909.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0973.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0336.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0598.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0188.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0547.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0984.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0368.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0420.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0812.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0070.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0299.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0667.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0989.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0632.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0717.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0858.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0929.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0608.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0926.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0542.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0916.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0298.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0976.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0754.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0726.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0008.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0555.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0874.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0169.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0244.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0828.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0752.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0715.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0305.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0068.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0559.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0575.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0097.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/1000.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0682.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0396.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0992.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0081.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0872.JPG,
pcb3,train,normal,pcb3/Data/Images/Normal/0638.JPG,
